id,sentiment,text
681454697,negative,"userMentionToken my bags are on the way to chicago, without me! help! i was confirmed for 2 flights and told there isn't room and i'm screwed."
681454698,negative,userMentionToken i just recieved an email from your memphis station hopefully they have my bag.
681454699,negative,userMentionToken just landed in phl. row 9 window cover on n366sw could use some luv. urlToken
681454700,positive,userMentionToken thanks for adding passbook ability! hopefully we can do group passbook tickets in the future somehow.
681454701,negative,userMentionToken yep. 99.99999999% certain it was on that flight.
681454702,positive,userMentionToken they arrived late flight but pilots got us to dia on time. impressive outstanding greatservice allgood
681454703,positive,userMentionToken i would appreciate that. thank you.
681454704,negative,"userMentionToken i never got an email confirmation for my ticket, but the credit card was charged. phone wait time is crazy. is there a chat?"
681454705,negative,"userMentionToken res chg online/app no work, still on hold, faster for hubby to drive to airport to make change @ counter fail"
681454706,neutral,userMentionToken can my wife's rr points be transferred to my rr account?
681454707,negative,userMentionToken my friends from boston stuck in denver. her name jane. userMentionToken please contact her.
681454708,negative,"userMentionToken i did, but no one can find the bag and we need everything in it in the next two hours."
681454709,negative,userMentionToken wasn't able to sit in my seat since the guy next to me was using it. worstflightever ideserveareward urlToken
681454710,positive,userMentionToken glad to know i'll be flying the luv airline tomorrow :)
681454711,negative,userMentionToken yes we did file a report and were treated rather rudely at midway baggage claim. now we wait 2 days to get our luggage.
681454712,negative,userMentionToken i would still have my companion pass if your ridiculous airline hadn't stopped partnering with hilton hotels - genius!!!
681454713,negative,userMentionToken just got companion pass and trying to add companion flgt but get purchase.error.invalid loyalty member account status. help!
681454714,negative,userMentionToken i did. still haven't heard a thing.
681454715,positive,userMentionToken thank you for great customer service. trying to make it to san antonio and your staff and alerts have been helpful. boo ice!
681454716,positive,"userMentionToken open seating is like an open marriage, there's so much love for strangers!"
681454717,negative,userMentionToken i hope this isn't a real life scene out of the movie 'flight' . . . . .
681454718,neutral,userMentionToken : thanks.are flights operating now or cancelled flightled?
681454719,neutral,userMentionToken we checked in right at 24hr mark. boarding c group with kids ages 6&amp;8 dnt want to be split. what sld we do?
681454720,negative,userMentionToken userMentionToken her name is jane and she wanted was a call. 617-653-3040
681454721,positive,"userMentionToken userMentionToken and this is why i love flying southwest. excellent service, and you don't take yourselves too seriously!"
681454722,positive,userMentionToken userMentionToken what's even better is the price changed in the 2 minutes since i talked to the lady and they still honored the cheap1
681454723,neutral,userMentionToken : hello..are flights taking off from userMentionToken airport this noon. am supposed to travel on flight 376 to san antonio
681454724,neutral,userMentionToken we invite to fallow userMentionToken learn about our activities.prevention programs of health by condom-rito family.we r 501(c)(3)
681454725,neutral,"userMentionToken unveils 4 new flights, including 2 from ohio urlToken"
681454726,neutral,userMentionToken to start daily b737-700 flights from washington reagan to ftlauderdale on 8aug avgeek
681454727,neutral,userMentionToken to end its daily b737-700 flights from washington reagan to ftmyers on 8aug avgeek
681454728,neutral,userMentionToken to start 2xdaily b737-700 flights from orangecounty to portland or on 8aug avgeek
681454729,neutral,userMentionToken to start daily b737-700 flights from columbus oh to oakland on 8aug avgeek
681454730,neutral,userMentionToken to start 2xdaily b737-700 flights from columbus oh to boston userMentionToken on 8aug avgeek
681454731,negative,"userMentionToken password reset email is incredibly slow to arrive today. checked spam folder, too. web site says a few minutes, but 15? :"
681454732,neutral,userMentionToken userMentionToken thank you-- i may have already responded but was 8uxzj2
681454733,negative,userMentionToken i've had terrible service in three airports in 10 hours. glad they don't care we kind of need to be home. sellmypointssoon
681454734,positive,userMentionToken thanks! confirmation number just dmed. appreciate any help!
681454735,negative,userMentionToken on hold for 15+ min...no estimated answer time. any help here?
681454736,negative,userMentionToken i'm going to start charging you for the consistent body pat downs. starting to feel like a piece of meat. punishedforflying
681454737,negative,userMentionToken what's up with the wait times on your customer service line? tried 2x on fri. and now i've been on for over 15 min.
